id,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
BWA,,,,,,,,,,,,,,,,,,,,,,
CAF,,,,,,,,5000,6000,7000,8000,11000,,,,38000,,,,,,
CAN,18206000,18973000,19111000,17648000,18368000,19182000,18359000,17705000,17739000,19595000,21099000,22731000,25163000,27034000,26204000,28680000,30450000,32276000,32971000,33518000,32267000,
CHE,11148000,12061000,12515000,11891000,11815000,12240000,11554000,11427000,8774000,,,,,11147000,10453000,10011000,10466000,12098000,12403000,12518000,13601000,
CHI,,,,,,,,,,,,,,,,,,,,,,
CHL,,,,,,1319000,1180000,1293000,1341000,1504000,1725000,1887000,2047000,1899500,1909300,2218700,2637600,2837100,2999000,3169000,3359000,
CHN,4520000,5061000,5324000,8426000,9232000,10473000,12133000,16602000,20222000,28853000,31026000,34524000,40954000,45844000,47656000,57386000,70250000,83183000,98185000,107276000,116886000,
CIV,,,,,,,,,,,,,,,,,,,,,,
CMR,,,,,,,,,,,,,,,,,,,,,,
COD,,,,50000,50000,,,,,,,,,,,,,,,,,
COG,,,,,,,,,,,,,,,,,,161000,180000,,,
COL,1057000,929000,1071000,1093000,1098000,1235000,1381000,1277000,1177000,1405000,1553000,,2028000,2042000,2122000,2342000,2522000,3165000,3605000,3911000,3860000,
COM,,,,,,,,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,,,,,,,,,,,,
CRI,273000,283000,288000,330000,353000,381000,361000,364000,373000,425000,487000,485000,577000,528000,579000,662000,717000,773000,790000,798000,919000,
CUB,72000,72000,83000,94000,97000,139000,121000,111000,113000,124000,162000,199000,194000,202000,206000,251000,253000,213000,286000,355000,580000,
CUW,,,,,,,,,,,,,,,,,,,,,,
CYM,,,,,,,,,,,,,,,,,,,,,,
CYP,360000,365000,422000,484000,540000,588000,684000,744000,737000,859000,914000,932000,1081000,1210000,1172000,1246000,1209000,1194000,1115000,1209000,1119000,1268000
CZE,,,,,,,,,7213000,6643000,6963000,6393000,9048000,9665000,8904000,8673000,5279000,5419000,5781000,5651000,5856000,
DEU,,,55800000,69200000,78100000,80507000,81551000,80393000,85345000,84859000,86622000,81801000,82099000,86201000,85547000,85872000,84692000,82729000,87459000,83008000,83737000,
DJI,,,,,,,,,,,,,,,,,,,,,,
DMA,,,,,,,,,,,,,,,,,,,,,,
DNK,,5035000,4693000,4788000,4744000,5011000,4946000,4935000,5564000,4630000,5469000,6129000,6564000,6347000,7037000,7726000,7846000,7843000,6977000,8528000,8991000,
DOM,168000,358000,355000,354000,363000,360000,331000,332000,321000,368000,419000,420000,443000,413000,415000,401000,408000,418000,392000,427000,478000,500000
DZA,1090000,874000,827000,879000,903000,1006000,1190000,1257000,1254000,1417000,1513000,1349000,1499000,1539000,1677000,1757000,1715000,1911000,2136000,2839000,3638000,
ECU,271000,275000,321000,330000,386000,520000,562000,627000,613000,603000,664000,733000,801000,815000,814000,899000,1022000,1022000,1138000,1278000,1398000,
EGY,2683000,2812000,2722000,2854000,2886000,2964000,3074000,3330000,3644000,5210000,5307000,4531000,,,4716000,4618000,4863000,5678000,5782000,6180000,,
ERI,,,,,,,,,,,,,,,,,,,,,,
ESP,3648000,4224000,3980000,4794000,3519000,4100000,4139000,3871000,4094000,5121000,10464000,10678000,11276000,11229000,12017000,12379000,13347000,12422000,11246000,11783000,14407000,
EST,1764000,1547000,1616000,1659000,1780000,1800000,1658000,1849000,2075000,,,438000,677000,692000,752000,955000,1054000,1147000,1166000,1426000,1250000,
ETH,120000,133000,,,,,,,,,,,,,,,,,,,,
FIN,5147000,4918000,5233000,4743000,5314000,5914000,5824000,5857000,5585000,5798000,5902000,5756000,5749000,5854000,5832000,6633000,7274000,9055000,8562000,8731000,8904000,
FJI,68000,72000,74000,78000,89000,83000,85000,99000,104000,94000,109000,121000,120000,124000,125000,128000,132000,132000,,,,
FRA,18686000,18151000,17115000,18077000,16709000,19886000,19265000,18315000,18576000,21131000,22480000,22240000,28103000,25506000,25140000,25041000,26155000,25317000,26062000,27919000,26648000,
FRO,,,,,,,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,,
GAB,,,,203000,187000,168000,189000,219000,236000,,,,,,,,,,,,,
GBR,41345000,42050000,45957000,50872000,53881000,56837000,58281000,59377000,61424000,64194000,66494000,69536000,69450000,69011000,58614000,55562000,56836000,56538000,57792000,60082000,65720000,
GEO,228000,219000,355000,433000,373000,315000,306000,317000,,466000,857000,1346000,1473000,1872000,1980000,2086000,2237000,2734000,3220000,3106000,3135000,
GHA,,,,,,,,,,,,,,,,,,,,,,
GIB,,,,,,,,,,,,,,,,,,,,,,
GIN,,,,,,,,,,,,,,,,,,,,,,
GMB,,,,,,,,,,,387000,307000,,,,,,,,,,
GNB,,,,,,,,,,,,,,,,,,,,,,
GNQ,,,,,,,,,,,,,,,,,,,,,,
GRC,,,,,,,,,,,,,,3765000,3835000,3799000,4941000,4681000,4594000,5802000,6291000,
GRD,,,,,,,,,,,,,,,,,,,,,,
GRL,,,,,,,,,,,,,,,,,,,,,,
GTM,333000,333000,331000,391000,485000,488000,580000,629000,658000,854000,982000,1055000,1168000,1277000,651000,694000,718000,721000,846000,992000,1130000,1204000
GUM,,,,,,,,,,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,,,,,,,,,,
HKG,,,,47594000,53144000,58901000,61096000,64540000,60936000,68903000,72300000,75812000,80682000,81911000,81958000,84442000,84816000,85276000,84414000,84519000,89082000,91758000
HND,149000,162000,183000,202000,235000,274000,279000,279000,277000,295000,284000,295000,315000,387000,395000,408000,449000,464000,471000,557000,692000,
HRV,,,,,,,,,,,,,,2357000,2497000,1873000,2880000,2680000,2927000,2763000,2578000,
HTI,,,,,,,,,,,,,,,,,,,,,,
HUN,13083000,12064000,12173000,12317000,10622000,11065000,11167000,12966000,14283000,17558000,17759000,16597000,17056000,17162000,16640000,16082000,16634000,16143000,16038000,16340000,17276000,
IDN,,,,,,2205000,2505000,3231000,3478000,3941000,4106000,4967000,5158000,5486000,5053000,6235000,6750000,7454000,8025000,8074000,8176000,
IMN,,,,,,,,,,,,,,,,,,,,,,
IND,3056000,3464000,3726000,3811000,4115000,4416000,4564000,4940000,5351000,6213000,7185000,8340000,9783000,10868000,11067000,12988000,13994000,14920000,16626000,18330000,20376000,
IRL,2547000,2733000,3053000,3330000,3576000,3783000,4216000,4634000,4929000,5409000,6113000,6848000,7713000,7877000,7047000,6917000,6514000,6600000,6579000,6676000,7094000,
IRN,1000000,1218000,1433000,1690000,1856000,2286000,2400000,2921000,,,,,,,,,,,,7698000,6620000,
IRQ,,,,,,,,,,,,,,,,,,,,,,
ISL,166000,190000,203000,227000,257000,283000,,,,,364000,440000,460000,414000,259000,299000,341000,358000,365000,400000,450000,536000
ISR,2259000,2505000,2707000,2983000,3203000,3530000,3561000,3273000,3299000,3614000,3687000,3713000,4147000,4207000,4007000,4269000,4387000,4349000,4757000,5181000,5891000,
ITA,,18173000,19078000,19352000,18962000,21993000,22421000,25126000,26817000,23349000,24796000,25697000,27734000,28284000,29060000,29823000,29295000,28810000,27798000,28460000,29040000,
JAM,,,,,,,,,,,,,,,,,,,,,,
JOR,1128000,1141000,1233000,1347000,1561000,1625000,1755000,1276000,1229000,1420000,1523000,2139000,2094000,1972000,2054000,2708000,1931000,1567000,1498000,1230000,,
JPN,15298000,16695000,16803000,15806000,16358000,17819000,16216000,16523000,13296000,16831000,17404000,17535000,17295000,15987000,15446000,16637000,16994000,18491000,17473000,16903000,16214000,
KAZ,,523000,419000,502000,398000,1247000,2294000,2274000,2374000,3915000,2975000,3615000,4449000,4239000,5309000,5893000,7852000,8875000,9931000,10230000,,
KEN,,,,,,,,,,,,,,,,,,,,,,
KGZ,42000,,,33000,45000,47000,46000,59000,116000,239000,201000,454000,559000,736000,580000,597000,931000,1326000,1401000,1442000,1720000,
KHM,31000,38000,45000,41000,49000,41000,37000,45000,60000,239000,568000,787000,996000,786000,340000,505000,710000,792000,872000,956000,1194000,1434000
KIR,,,,,,,,,,,,,,,,,,,,,,
KNA,,,,,,,,,,,,,,,,,,,,,,
KOR,3819000,4649000,4542000,3067000,4342000,5508000,6084000,7123000,7086000,8826000,10080000,11610000,13325000,11996000,9494000,12488000,12694000,13737000,14846000,16081000,19310000,22383000
KWT,878000,1051000,1097000,1264000,1209000,1236000,1666000,1725000,1774000,1928000,2173000,2529000,2649000,,,,,,,,,
LAO,,,,,,,,,,,,,,,,1686000,1788000,2052000,2857000,3320000,3067000,
LBN,,,,,,,,,,,,,,,,,,,,,,
LBR,,,,,,,,,,,,,,,,,,,,,,
LBY,484000,493000,650000,,,,,,,,,,,,,,,,,,,
LCA,,,,,,,,,,,,,,,,,,,,,,
LIE,,,,,,,,,,,,,,,,,,,,,,
LKA,504000,494000,531000,518000,497000,524000,505000,533000,561000,680000,727000,757000,862000,966000,963000,1122000,1239000,1269000,1262000,1311000,1356000,
LSO,,,,,,,,,,,,,,,,,,,,,,
LTU,1925000,2864000,2981000,3241000,3487000,3632000,3390000,3584000,3502000,,1633000,1789000,1661000,1757000,1288000,1411000,1526000,1708000,1764000,1789000,1860000,
LUX,,,694000,757000,809000,950000,923000,1049000,1021000,1100000,1185000,1084000,1132000,1190000,1362000,1237000,1643000,1580000,1624000,1815000,1702000,
LVA,1812000,1798000,1877000,1961000,2256000,2596000,2697000,2306000,2286000,2457000,2959000,3151000,3398000,3782000,3268000,3332000,3257000,183000,1776000,1846000,1720000,
MAC,,,,,,,,,,,629000,645000,599000,606000,671000,753000,908000,1291000,1446000,1537000,1466000,1256000
MAF,,,,,,,,,,,,,,,,,,,,,,
MAR,1317000,1212000,1203000,1275000,1545000,1508000,1701000,1533000,1612000,1603000,2247000,2135000,2669000,3421000,2293000,2175000,2378000,2323000,2195000,1850000,1910000,
MCO,,,,,,,,,,,,,,,,,,,,,,
MDA,71000,54000,35000,28000,37000,32000,30000,52000,67000,68000,57000,68000,82000,85000,93000,116900,135900,146400,157300,179500,185700,
MDG,39000,,,,,,,,,,,,,,,,,,,,,
MDV,32000,32000,33000,37000,42000,42000,41000,43000,44000,61000,77000,74000,102000,123000,,,,,,,,
MEX,8450000,9001000,8910000,9637000,10352000,11079000,12075000,11948000,11044000,12494000,13305000,14002000,15257000,14527000,14104000,14334000,14799000,15581000,15911000,18261000,19603000,
MHL,,,,,,,,,,,,,,,,,,,,,,
MKD,,,,,,,,,,,,,,,,,,,,,,
MLI,,,,,,,,,,,,,,,,,,,,,,
MLT,163000,168000,172000,167000,179000,200000,179000,157000,174000,203000,225000,257000,280000,261000,264000,294000,309000,331000,363000,391000,428000,
MMR,,,,,,,,,,,,,,,,,,,,,,
MNE,,,,,,,,,,,,,,,,,,,,,,
MNG,,,,,,,,,,,,,,,,,,,,,,
MNP,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,
MRT,,,,,,,,,,,,,,,,,,,,,,
MUS,107000,120000,132000,143000,154000,163000,161000,162000,161000,180000,183000,186000,213000,226000,196000,212000,219000,237000,250000,257000,254000,
MWI,,,,,,,,,,,,,,,,,,,,,,
MYS,20642000,23333000,26165000,25631000,26067000,30532000,36248000,29866000,32201000,30761000,,,,,,,,,,,,
NAM,,,,,,,,,,,,,,,,,,,,,,
NCL,59000,64000,63000,68000,69000,69000,68000,72000,78000,89000,96000,100000,106000,112000,119000,132000,124000,121000,121000,124000,127000,
NER,10000,10000,10000,10000,,,,,,,,,,,,,,,,,,
NGA,,,,,,,,,,,,,,,,,,,,,,
NIC,255000,282000,330000,422000,452000,486000,499000,532000,562000,701000,740000,773000,949000,942000,858000,908000,912000,979000,994000,959000,925000,
NLD,12313000,12807000,12858000,13553000,14184000,13896000,14214000,16719000,16425000,17130000,17039000,16695000,17523000,18399000,18340000,18368000,18560000,18628000,18094000,17928000,18070000,
NOR,590000,692000,753000,,2271000,2394000,2348000,2629000,2588000,2960000,3166000,3236000,3395000,,,,,,,,,
NPL,100000,119000,132000,122000,125000,155000,200000,238000,258000,286000,373000,415000,469000,561000,589000,765000,774000,862000,983000,,,
NRU,,,,,,,,,,,,,,,,,,,,,,
NZL,920000,1093000,1132000,1166000,1185000,1283000,1287000,1293000,1374000,1733000,1872000,1861000,1978000,1967000,1918000,2026000,2096000,2172000,2197000,2276000,2412000,
OMN,,,,,,,,2060000,,,2018000,2248000,2263000,2062000,1645000,1873000,2446000,2888000,3103000,3358000,3838000,
PAK,,,,,,,,,,,,,,,,,,,,,,
PAN,185000,188000,194000,211000,221000,216000,200000,200000,227000,256000,285000,284000,314000,369000,336000,392000,414000,447000,619000,853000,740000,
PER,508000,510000,577000,538000,513000,730000,1060000,1232000,1433000,1635000,1841000,1857000,1915000,1913000,1891000,2058000,2132000,2296000,2364000,2442000,2595000,
PHL,1615000,2121000,1930000,1817000,1755000,1670000,1787000,1969000,1803000,1920000,2144000,2745000,3066000,3355000,3188000,,,,,,,
PLW,,,,9000,,,,,,,,,,,,,,,,,,
PNG,51000,,64000,65000,58000,52000,38000,92000,,,,,,,,,,,,,,
POL,36387000,44713000,48610000,49328000,55097000,56677000,53122000,45043000,38730000,37226000,40841000,44696000,47561000,50243000,39270000,42760000,43270000,48290000,52580000,35400000,44300000,
PRI,1237000,1184000,1251000,1250000,1134000,1259000,1331000,1227000,1272000,1361000,1410000,1468000,1441000,1438000,1116000,980000,924000,876000,839000,793000,746000,
PRK,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,17141000,18110000,18378000,20989000,,,,,1361000,1329000,1460000,,
PRY,427000,418000,369000,318000,281000,175000,157000,141000,153000,170000,188000,210000,242000,278000,288000,302000,347000,400000,440000,426000,1008000,
PSE,,,,,,,,,,,,,,,,,,,,,,
PYF,63000,65000,,,,,,,,,,,,,88000,89000,84000,83000,80000,79000,78000,
QAT,,,,,,,,,,,,,,,,,,,,,,
ROU,5737000,5748000,6243000,6893000,6274000,6388000,6408000,5757000,6497000,6972000,7140000,8906000,10980000,13072000,11723000,10905000,10936000,11149000,11364000,12299000,13118000,
RUS,21329000,12260000,11182000,10635000,12631000,18371000,18030000,20428000,20572000,24507000,28416000,29107000,34285000,36538000,34276000,39323000,43726000,47813000,54069000,45889000,34550000,
RWA,,,,,,,,,,,,,,,,,,,,,,
SAU,,,,,,,,7896000,4104000,3811000,4403000,2000000,4126000,4087000,6032000,17827000,15281320,18671000,19153960,19824490,20819000,
SDN,195000,,,,,,,,,,,,,,,,,,,,,
SEN,,,,,,,,,,,,,,,,,,,,,,
SGP,2867000,3305000,3671000,3745000,3971000,4444000,4363000,4399000,4221000,5165000,5159000,5533000,6024000,6828000,6961000,7342000,7753000,8048000,8647000,8903000,9125000,
SLB,,,,,,,,,,,,,,,,,,,,,,
SLE,,,6000,7000,13000,13000,20000,27000,13000,28000,63000,67000,71000,73000,72000,76000,99000,104000,111000,93000,61000,
SLV,348000,492000,627000,868000,787000,923000,933000,1001000,940000,1079000,1239000,1242000,1012000,,1345000,1421000,1469000,1462000,1515000,1515000,1618000,
SMR,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,,,
SRB,,,,,,,,,,,,,,,,,,,,,,
SSD,,,,,,,,,,,,,,,,,,,,,,
STP,,,,,,,,,,,,,,,,,,,,,,
SUR,,,,,,,,,,,,,,,,,,,,,,
SVK,,,,,,,,,,,2987000,3149000,3603000,3683000,3230000,2692000,3285000,2689000,2129000,2406000,2777000,
SVN,,,,,,1965000,2055000,2127000,2114000,2800000,2660000,2680000,2496000,2459000,2586000,2874000,2722000,2474000,2612000,2642000,2867000,
SWE,10127000,10390000,10818000,11422000,10500000,10147000,10741000,12888000,12649000,13950000,15677000,12559000,12692000,13291000,11699000,13042000,14651000,15548000,15917000,,,
SWZ,,,,,,,,,,,1082000,1072000,1130000,1177000,1245000,1141000,1264000,1403000,1573000,1657000,1713000,1747000
SXM,,,,,,,,,,,,,,,,,,,,,,
SYC,31000,29000,30000,31000,32000,36000,41000,53000,50000,48000,52000,55000,58000,54000,49000,59000,48000,45000,47000,50000,56000,
SYR,1746000,1871000,2299000,2411000,2994000,3863000,3492000,3299000,3997000,4309000,4564000,4042000,4196000,5253000,5215000,6259000,,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,,
TCD,,,,,,27000,40000,23000,,,,,,58000,66000,39000,76000,79000,86000,98000,94000,
TGO,,,,,,,,,,,,,,,,,,,,,,
THA,1820000,1845000,1660000,1412000,1655000,1909000,2011000,2250000,2152000,2709000,3047000,3382000,4018000,3908000,4653000,5451000,5397000,5721000,5970000,6444000,6794000,
TJK,,,,,4100,6400,2700,,,,,,,,,,,15000,15000,19000,16000,
TKM,21000,29000,31000,357000,,78000,111000,79000,34000,32000,33000,33000,38000,,,,,,,,,
TLS,,,,,,,,,,,,,,,,,,,,,,
TON,,,,,,,,,,,,,,,,,,,,,,
TTO,261000,248000,,,,,,,,,,,,,270000,273000,,,,,,
TUN,1778000,1428000,1381000,1526000,1480000,1632000,1669000,1939000,2274000,2312000,2241000,2302000,2743000,3118000,2623000,2250000,2303000,2897000,2873000,2637000,,
TUR,3981000,4261000,4633000,4601000,4758000,5284000,4856000,5131000,5928000,7299000,8246000,8275000,4956000,4893000,5561000,6557000,6282000,5803000,7526000,7982000,8751000,
TUV,,,,1900,2200,2900,2800,2700,2600,2300,2200,2000,2400,,,,2100,,,,,
TZA,157000,148000,,,,,,,,,,,,,,,,,,,,
UGA,,,148000,241000,327000,153000,152000,184000,189000,231000,189000,254000,272000,337000,311000,324000,367000,382000,378000,511000,523000,
UKR,6552000,6004000,9632000,7773000,7399000,13422000,14849000,14729000,14795000,15588000,16454000,16875000,17335000,15499000,15334000,17180000,19773000,21433000,23761000,22438000,23142000,24668000
URY,,,562000,654000,778000,667000,531000,530000,495000,569000,658000,666000,635000,734000,826000,1027000,1534000,1816000,2281000,2396000,2217000,
USA,51285000,52999000,53229000,55696000,57222000,61327000,59442000,58066000,56250000,61809000,63503000,63663000,64049000,63653000,62051000,61061000,59209000,60697000,61874000,68176000,73453000,
UZB,,,246000,247000,202000,217000,183000,264000,400000,455000,572000,893000,1248000,1150000,1317000,1610000,,,,,,
VCT,,,,,,,,,,,,,,,,,,,,,,
VEN,534000,511000,460000,752000,754000,954000,933000,881000,832000,816000,1067000,1095000,1410000,1745000,1651000,1477000,1719000,1734000,1931000,1589000,1539000,
VGB,79000,,,,,,,,,,,171000,166000,166000,140000,151000,145000,139000,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,,,,,,,,,,,,,,,,,,,
VUT,11000,11000,11000,12000,12000,12000,11000,11000,12000,13000,14000,15000,16000,19000,20000,21000,22000,23000,26000,26000,27000,
WSM,,,,,58000,61000,56000,53000,51000,54000,52000,51000,52000,53000,43000,56000,57000,56000,51000,57000,54000,
XKX,,,,,,,,,,,,,,,,,,,,,,
YEM,,,,,,,,,,,,,,,,,,,,,,
ZAF,,,,,,,,,,,,,,,,,,,,,,
ZMB,,,,,,,,,,,,,,,,,,,,,,
ZWE,256000,69000,123000,213000,331000,,,,386000,498000,474000,541000,547000,593000,631000,650000,693000,720000,757000,792000,824000,
